Date,Open,High,Low,Close,Adj Close
2010-03-12,1.368494511,1.379405499,1.367353082,1.376993179,1.376993179
2010-03-15,1.377391458,1.377391458,1.364591599,1.367745757,1.367745757
2010-03-16,1.367371798,1.378283739,1.366101503,1.376879454,1.376879454
2010-03-17,1.376898408,1.381654382,1.373098254,1.373833895,1.373833895
2010-03-18,1.373494267,1.374003768,1.359101892,1.361396313,1.361396313
2010-03-19,1.361229539,1.362806201,1.35049367,1.353692889,1.353692889
2010-03-22,1.351406097,1.356907368,1.346873879,1.356704831,1.356704831
2010-03-23,1.356704831,1.356907368,1.346493006,1.346801281,1.346801281
2010-03-24,1.347000957,1.348544836,1.330796003,1.333102226,1.333102226
2010-03-25,1.332995653,1.337059259,1.326999187,1.330707431,1.330707431
2010-03-26,1.330707431,1.342407942,1.330282569,1.341003895,1.341003895
2010-03-29,1.344809055,1.350511909,1.342137814,1.348108649,1.348108649
2010-03-30,1.347781539,1.353491426,1.340051413,1.342407942,1.342407942
2010-03-31,1.342407942,1.35459137,1.338795543,1.350803733,1.350803733
2010-04-01,1.35084033,1.359120369,1.346275568,1.358400345,1.358400345
2010-04-02,1.358326554,1.359194279,1.347799778,1.35049367,1.35049367
2010-04-05,1.349691629,1.353894472,1.346275568,1.348908782,1.348908782
2010-04-06,1.348908782,1.349782705,1.335826874,1.340195179,1.340195179
2010-04-07,1.340015531,1.341003895,1.332995653,1.334846139,1.334846139
2010-04-08,1.334205031,1.33670187,1.32856822,1.33611238,1.33611238
2010-04-09,1.336094618,1.35009253,1.334400773,1.35009253,1.35009253
2010-04-12,1.363698363,1.368794203,1.356999397,1.359600782,1.359600782
2010-04-13,1.359600782,1.362193704,1.354958415,1.360858917,1.360858917
2010-04-14,1.361674309,1.367801905,1.360285044,1.365597844,1.365597844
2010-04-15,1.365709782,1.36679244,1.352502823,1.35740459,1.35740459
2010-04-16,1.35740459,1.357496738,1.347963333,1.350402474,1.350402474
2010-04-19,1.348908782,1.349327326,1.34199369,1.348726749,1.348726749
2010-04-20,1.348908782,1.352191925,1.343002915,1.343508244,1.343508244
2010-04-21,1.343562365,1.344809055,1.336398125,1.338992834,1.338992834
2010-04-22,1.338849425,1.34199369,1.326805472,1.326999187,1.326999187
2010-04-23,1.326981544,1.33999753,1.320916772,1.338401437,1.338401437
2010-04-26,1.336398125,1.34139955,1.329592705,1.340123296,1.340123296
2010-04-27,1.340374708,1.341327667,1.314803362,1.317071915,1.317071915
2010-04-28,1.317297459,1.326594234,1.311905503,1.321283221,1.321283221
2010-04-29,1.32119596,1.327668667,1.318548083,1.326295137,1.326295137
2010-04-30,1.326594234,1.334205031,1.322803855,1.329804897,1.329804897
2010-05-03,1.332303047,1.332693577,1.315997243,1.319992661,1.319992661
2010-05-04,1.319992661,1.321440339,1.296394706,1.296394706,1.296394706
2010-05-05,1.29679811,1.299494505,1.27962327,1.28149271,1.28149271
2010-05-06,1.281591177,1.285462618,1.254044294,1.263296127,1.263296127
2010-05-07,1.262849569,1.279590607,1.259223819,1.275607824,1.275607824
2010-05-10,1.287896395,1.309191823,1.276373148,1.27792263,1.27792263
2010-05-11,1.27792263,1.280098319,1.261893272,1.262993097,1.262993097
2010-05-12,1.263503671,1.273836613,1.260843158,1.263902903,1.263902903
2010-05-13,1.263599515,1.268504262,1.251830816,1.254107237,1.254107237
2010-05-14,1.253902674,1.257703424,1.235803723,1.236002326,1.236002326
2010-05-17,1.237225652,1.24106431,1.224604726,1.239295602,1.239295602
2010-05-18,1.239126682,1.244168043,1.216781855,1.217893362,1.217893362
2010-05-19,1.218590856,1.24330163,1.214594603,1.239341617,1.239341617
2010-05-20,1.239003897,1.259794831,1.22990644,1.247894168,1.247894168
2010-05-21,1.248190165,1.267202258,1.247707367,1.256707668,1.256707668
2010-05-24,1.253399849,1.254500508,1.233395457,1.234994888,1.234994888
2010-05-25,1.235193133,1.238604903,1.218101025,1.234598398,1.234598398
2010-05-26,1.234598398,1.235803723,1.215569019,1.217300296,1.217300296
2010-05-27,1.217255831,1.239495277,1.216604233,1.234796643,1.234796643
2010-05-28,1.234187007,1.244725466,1.226798177,1.227400541,1.227400541
2010-05-31,1.227716923,1.233486652,1.22709918,1.228788018,1.228788018
2010-06-01,1.228803158,1.233897686,1.211504459,1.223301411,1.223301411
2010-06-02,1.223705649,1.227295041,1.218115807,1.223900318,1.223900318
2010-06-03,1.223750591,1.232498527,1.21549511,1.216944695,1.216944695
2010-06-04,1.217092872,1.221672535,1.195800304,1.197103024,1.197103024
2010-06-07,1.194414854,1.198897004,1.188198805,1.192292929,1.192292929
2010-06-08,1.192307234,1.20089829,1.190504551,1.197203279,1.197203279
2010-06-09,1.197103024,1.207306623,1.192577362,1.199198961,1.199198961
2010-06-10,1.199198961,1.214152098,1.195857525,1.210903049,1.210903049
2010-06-11,1.210756302,1.215199709,1.205371141,1.211401701,1.211401701
2010-06-14,1.214727283,1.229800582,1.214727283,1.221806884,1.221806884
2010-06-15,1.221567988,1.235101581,1.217196465,1.231906414,1.231906414
2010-06-16,1.231906414,1.234903336,1.22630167,1.231193542,1.231193542
2010-06-17,1.231405735,1.241002679,1.224694729,1.238206148,1.238206148
2010-06-18,1.2382828,1.241495728,1.235696793,1.239295602,1.239295602
2010-06-21,1.240894914,1.246805072,1.230602622,1.231602907,1.231602907
2010-06-22,1.231693983,1.234750748,1.22580564,1.227505922,1.227505922
2010-06-23,1.227505922,1.234065175,1.221075773,1.231906414,1.231906414
2010-06-24,1.231906414,1.238666177,1.226602554,1.233745337,1.233745337
2010-06-25,1.233501911,1.239403129,1.225895882,1.237302184,1.237302184
2010-06-28,1.23800683,1.239894867,1.226798177,1.227701783,1.227701783
2010-06-29,1.227325201,1.228999496,1.215436101,1.218635321,1.218635321
2010-06-30,1.21873939,1.230027437,1.216781855,1.223002315,1.223002315
2010-07-01,1.223196745,1.224259853,1.219898939,1.250750422,1.250750422
2010-07-02,1.250906944,1.261002183,1.248392701,1.257102609,1.257102609
2010-07-05,1.255524278,1.255792379,1.251173019,1.253698349,1.253698349
2010-07-06,1.254107237,1.266079187,1.248377085,1.262403131,1.262403131
2010-07-07,1.261702299,1.266095161,1.256107807,1.263312101,1.263312101
2010-07-08,1.263407946,1.27108407,1.262403131,1.26940608,1.26940608
2010-07-09,1.26919663,1.272102833,1.261399865,1.264398336,1.264398336
2010-07-12,1.264606237,1.264702082,1.255398273,1.259001851,1.259001851
2010-07-13,1.259017706,1.27388525,1.252536416,1.27208662,1.27208662
2010-07-14,1.272167563,1.277563453,1.268600821,1.274047613,1.274047613
2010-07-15,1.274145126,1.295605302,1.271245718,1.292858243,1.292858243
2010-07-16,1.292206764,1.300407052,1.289407492,1.293192625,1.293192625
2010-07-19,1.290256023,1.299005032,1.287498355,1.29394567,1.29394567
2010-07-20,1.294213653,1.302677035,1.284406066,1.289307714,1.289307714
2010-07-21,1.289324403,1.291205645,1.273593307,1.276796818,1.276796818
2010-07-22,1.27699244,1.29250741,1.273901582,1.290305972,1.290305972
2010-07-23,1.290156126,1.296428323,1.279999971,1.291305661,1.291305661
2010-07-26,1.288925529,1.300491691,1.28869307,1.299899936,1.299899936
2010-07-27,1.299595833,1.30458045,1.295605302,1.299089313,1.299089313
2010-07-28,1.299595833,1.304001927,1.296764612,1.299224377,1.299224377
2010-07-29,1.299798489,1.310701847,1.298195601,1.307805061,1.307805061
2010-07-30,1.307651162,1.309397459,1.298279762,1.303900003,1.303900003
2010-08-02,1.306011558,1.31940043,1.305772901,1.317592502,1.317592502
2010-08-03,1.317505717,1.326101661,1.314993501,1.322506428,1.322506428
2010-08-04,1.322593927,1.323977232,1.313697934,1.322506428,1.322506428
2010-08-05,1.316101193,1.323556662,1.312232614,1.315806866,1.315806866
2010-08-06,1.317991972,1.332995653,1.315997243,1.318130851,1.318130851
2010-08-09,1.328603506,1.33042407,1.323118806,1.32856822,1.32856822
2010-08-10,1.323101282,1.323101282,1.308147192,1.322996378,1.322996378
2010-08-11,1.318565369,1.318565369,1.287166953,1.31849587,1.31849587
2010-08-12,1.284142137,1.293192625,1.278707027,1.284406066,1.284406066
2010-08-13,1.28285718,1.29038918,1.27534759,1.282988906,1.282988906
2010-08-16,1.27699244,1.286984682,1.273593307,1.277090311,1.277090311
2010-08-17,1.281295657,1.291222215,1.280540824,1.281197071,1.281197071
2010-08-18,1.287697434,1.291906238,1.282495141,1.287995815,1.287995815
2010-08-19,1.285545349,1.29000628,1.278004289,1.285644531,1.285644531
2010-08-20,1.28090167,1.283301711,1.266560316,1.280803323,1.280803323
2010-08-23,1.27108407,1.272863865,1.264926076,1.271003366,1.271003366
2010-08-24,1.264014721,1.271795392,1.259192109,1.263503671,1.263503671
2010-08-25,1.263455749,1.271876335,1.261304498,1.263296127,1.263296127
2010-08-26,1.266095161,1.276356816,1.265198112,1.26639986,1.26639986
2010-08-27,1.270599604,1.278004289,1.268262982,1.270648003,1.270648003
2010-08-30,1.275298834,1.275705457,1.267330766,1.275396347,1.275396347
2010-08-31,1.266207457,1.274193764,1.262801647,1.266592264,1.266592264
2010-09-01,1.268600821,1.285000205,1.266784906,1.268729568,1.268729568
2010-09-02,1.280442476,1.284884572,1.277906299,1.280295014,1.280295014
2010-09-03,1.282610416,1.288493752,1.281279206,1.282593966,1.282593966
2010-09-06,1.289407492,1.291639209,1.286901951,1.289407492,1.289407492
2010-09-07,1.28680253,1.28680253,1.270405889,1.28683567,1.28683567
2010-09-08,1.267893195,1.276193857,1.266415954,1.267796636,1.267796636
2010-09-09,1.273204088,1.276373148,1.266881108,1.273204088,1.273204088
2010-09-10,1.268987179,1.274437308,1.264702082,1.269309402,1.269309402
2010-09-13,1.271892428,1.288792729,1.271698356,1.271698356,1.271698356
2010-09-14,1.287166953,1.301795125,1.283285141,1.287200093,1.287200093
2010-09-15,1.29910624,1.303593993,1.295924306,1.299173713,1.299173713
2010-09-16,1.301303983,1.311303377,1.297892213,1.301507115,1.301507115
2010-09-17,1.307514191,1.315702915,1.302592158,1.307599783,1.307599783
2010-09-20,1.304206133,1.311922789,1.303101301,1.304393172,1.304393172
2010-09-21,1.30674541,1.314889789,1.305943251,1.30669415,1.30669415
2010-09-22,1.325398564,1.343706727,1.325205445,1.325697303,1.325697303
2010-09-23,1.339225888,1.341201782,1.331327438,1.339100361,1.339100361
2010-09-24,1.331806183,1.349199891,1.328850746,1.331912637,1.331912637
2010-09-27,1.348199487,1.350365877,1.343183398,1.347908735,1.347908735
2010-09-28,1.34399569,1.358012915,1.338401437,1.343905449,1.343905449
2010-09-29,1.356999397,1.364237905,1.356778502,1.357091546,1.357091546
2010-09-30,1.362806201,1.367708445,1.356520772,1.362806201,1.362806201
2010-10-01,1.362305045,1.377581239,1.362082362,1.3622123,1.3622123
2010-10-04,1.37777102,1.378435731,1.366941929,1.377695084,1.377695084
2010-10-05,1.367502689,1.384753823,1.363902926,1.36740911,1.36740911
2010-10-06,1.383604288,1.392815828,1.380433679,1.383393764,1.383393764
2010-10-07,1.392408609,1.402308106,1.389970064,1.392001629,1.392001629
2010-10-08,1.392292261,1.397506833,1.385099053,1.392796397,1.392796397
2010-10-11,1.398738384,1.40061903,1.388696074,1.397760749,1.397760749
2010-10-12,1.388098478,1.388194799,1.378017902,1.38802135,1.38802135
2010-10-13,1.391691566,1.399932742,1.391207576,1.391691566,1.391691566
2010-10-14,1.396901608,1.411890864,1.396706581,1.396726012,1.396726012
2010-10-15,1.407003999,1.41480732,1.39930594,1.407202005,1.407202005
2010-10-18,1.397096872,1.397409201,1.383795738,1.396433473,1.396433473
2010-10-19,1.39378655,1.399403811,1.377353549,1.393592238,1.393592238
2010-10-20,1.374003768,1.398308039,1.370445013,1.373909473,1.373909473
2010-10-21,1.396394491,1.405106187,1.387905836,1.396316528,1.396316528
2010-10-22,1.391672254,1.396804214,1.386693239,1.391691566,1.391691566
2010-10-25,1.393747568,1.407697201,1.39361167,1.394408464,1.394408464
2010-10-26,1.393592238,1.398190737,1.383968115,1.394894719,1.394894719
2010-10-27,1.385751724,1.387694001,1.376007915,1.38542521,1.38542521
2010-10-28,1.377695084,1.39396143,1.377505302,1.377808928,1.377808928
2010-10-29,1.377695084,1.394116879,1.380891204,1.377808928,1.377808928
2010-11-01,1.393767118,1.401168585,1.386616349,1.397506833,1.397506833
2010-11-02,1.391207576,1.404790401,1.388368249,1.391091466,1.391091466
2010-11-03,1.403095126,1.405955553,1.39936471,1.403607249,1.403607249
2010-11-04,1.413207769,1.428204179,1.410516858,1.412728667,1.412728667
2010-11-05,1.422819138,1.423001409,1.403311849,1.422798991,1.422798991
2010-11-08,1.407598138,1.408113599,1.389390707,1.407578468,1.407578468
2010-11-09,1.385809302,1.397194386,1.382838964,1.386962533,1.386962533
2010-11-10,1.377031207,1.382093549,1.367502689,1.377201796,1.377201796
2010-11-11,1.377201796,1.381902575,1.366176128,1.377562284,1.377562284
2010-11-12,1.361655831,1.377201796,1.357994556,1.36210084,1.36210084
2010-11-15,1.369562864,1.374702692,1.359194279,1.369319081,1.369319081
2010-11-16,1.357607245,1.365318179,1.354206204,1.35747838,1.35747838
2010-11-17,1.349382043,1.355307341,1.346547365,1.349054337,1.349054337
2010-11-18,1.354774952,1.36679244,1.354518056,1.355399251,1.355399251
2010-11-19,1.365933657,1.373098254,1.36097014,1.365728498,1.365728498
2010-11-22,1.374494791,1.378644705,1.361007214,1.374438167,1.374438167
2010-11-23,1.360192657,1.361359119,1.340087414,1.360192657,1.360192657
2010-11-24,1.338777781,1.341885567,1.328992009,1.338634253,1.338634253
2010-11-25,1.33579123,1.337506413,1.328903675,1.33579123,1.33579123
2010-11-26,1.334222913,1.33506,1.320445776,1.333973646,1.333973646
2010-11-29,1.324275255,1.329751849,1.30679667,1.323801994,1.323801994
2010-11-30,1.310152292,1.315028191,1.297252417,1.310392737,1.310392737
2010-12-01,1.299494505,1.313456416,1.297706962,1.299207449,1.299207449
2010-12-02,1.312559843,1.32119596,1.306506395,1.31249094,1.31249094
2010-12-03,1.321300745,1.337667465,1.319504857,1.321597576,1.321597576
2010-12-06,1.341705561,1.341975689,1.325047374,1.341597557,1.341597557
2010-12-07,1.329044938,1.339800119,1.328374147,1.32869184,1.32869184
2010-12-08,1.324871778,1.328003645,1.318600178,1.324468136,1.324468136
2010-12-09,1.32453835,1.332303047,1.317401648,1.325082421,1.325082421
2010-12-10,1.32406497,1.328197598,1.318391562,1.32420516,1.32420516
2010-12-13,1.319870591,1.338258147,1.318391562,1.319713831,1.319713831
2010-12-14,1.339405298,1.349418402,1.33670187,1.339548826,1.339548826
2010-12-15,1.33600533,1.337792635,1.32869184,1.336094618,1.336094618
2010-12-16,1.322628856,1.326101661,1.318461061,1.322401404,1.322401404
2010-12-17,1.324099898,1.33600533,1.314302206,1.323994756,1.323994756
2010-12-20,1.316378355,1.31820035,1.309894919,1.316499591,1.316499591
2010-12-21,1.311922789,1.319992661,1.311905503,1.311802268,1.311802268
2010-12-22,1.309174657,1.317991972,1.307993174,1.309003353,1.309003353
2010-12-23,1.311595798,1.315201163,1.305806875,1.31154418,1.31154418
2010-12-24,1.31237042,1.314665079,1.309963584,1.312714934,1.312714934
2010-12-27,1.308198452,1.31698513,1.308198452,1.307976007,1.307976007
2010-12-28,1.318895817,1.327439547,1.314198613,1.318965435,1.318965435
2010-12-29,1.308694959,1.315633655,1.308694959,1.308626533,1.308626533
2010-12-30,1.322104216,1.331097126,1.322104216,1.322453976,1.322453976
2010-12-31,1.330105543,1.342371941,1.328992009,1.330123305,1.330123305
2011-01-03,1.335594893,1.336505294,1.325293303,1.33579123,1.33579123
2011-01-04,1.33600533,1.343093157,1.331823945,1.33568418,1.33568418
2011-01-05,1.332391739,1.332391739,1.312904596,1.332107782,1.332107782
2011-01-06,1.316101193,1.317037106,1.303373098,1.31568563,1.31568563
2011-01-07,1.298903704,1.302134156,1.293895364,1.297993302,1.297993302
2011-01-10,1.289806724,1.29483366,1.287713885,1.28950727,1.28950727
2011-01-11,1.295907617,1.298600078,1.291005492,1.296495676,1.296495676
2011-01-12,1.298600078,1.306318641,1.296663642,1.298397779,1.298397779
2011-01-13,1.312801123,1.335291743,1.309191823,1.312835574,1.312835574
2011-01-14,1.335113406,1.344899416,1.332604766,1.335327387,1.335327387
2011-01-17,1.337613702,1.337613702,1.325293303,1.338025331,1.338025331
2011-01-18,1.328374147,1.34611249,1.325591922,1.32839179,1.32839179
2011-01-19,1.338168502,1.353674531,1.338168502,1.337810516,1.337810516
2011-01-20,1.345315576,1.351807952,1.340302944,1.345206976,1.345206976
2011-01-21,1.346565604,1.358898759,1.345098495,1.346801281,1.346801281
2011-01-24,1.362193704,1.368007779,1.3547014,1.361952543,1.361952543
2011-01-25,1.364405394,1.368400931,1.357589006,1.364405394,1.364405394
2011-01-26,1.368794203,1.371760845,1.365019917,1.368606925,1.368606925
2011-01-27,1.370801926,1.375629425,1.364293694,1.371008635,1.371008635
2011-01-28,1.372495174,1.374702692,1.361600161,1.372306824,1.372306824
2011-01-31,1.357607245,1.373796225,1.357294083,1.357275724,1.357275724
2011-02-01,1.371497512,1.379329324,1.370482564,1.37138474,1.37138474
2011-02-02,1.382781625,1.386001468,1.378150821,1.38299191,1.38299191
2011-02-03,1.381577969,1.38245666,1.361896873,1.381788015,1.381788015
2011-02-04,1.362899184,1.364759207,1.35459137,1.36245358,1.36245358
2011-02-07,1.357515216,1.36263907,1.351004362,1.357496738,1.357496738
2011-02-08,1.359416008,1.367465258,1.35740459,1.359194279,1.359194279
2011-02-09,1.362323523,1.371892691,1.361210942,1.36269486,1.36269486
2011-02-10,1.371892691,1.372815609,1.358142018,1.372099757,1.372099757
2011-02-11,1.360544205,1.36215651,1.350986242,1.360192657,1.360192657
2011-02-14,1.35151577,1.355895519,1.343165278,1.351004362,1.351004362
2011-02-15,1.348308563,1.3547014,1.346203089,1.348108649,1.348108649
2011-02-16,1.349600554,1.356796861,1.346547365,1.349855542,1.349855542
2011-02-17,1.357662678,1.361062765,1.353894472,1.357533574,1.357533574
2011-02-18,1.3622123,1.364517093,1.354793191,1.362601995,1.362601995
2011-02-21,1.371365905,1.371365905,1.36500144,1.37134707,1.37134707
2011-02-22,1.368120074,1.370050669,1.352795482,1.368232369,1.368232369
2011-02-23,1.36740911,1.378397703,1.36740911,1.367371798,1.367371798
2011-02-24,1.375780821,1.381692529,1.370801926,1.376405597,1.376405597
2011-02-25,1.382208228,1.383795738,1.372476339,1.381998062,1.381998062
2011-02-28,1.373607516,1.385329366,1.371309519,1.373437762,1.373437762
2011-03-01,1.382743359,1.38529098,1.378834844,1.382150888,1.382150888
2011-03-02,1.376955271,1.389004588,1.374457121,1.377182841,1.377182841
2011-03-03,1.386751056,1.397506833,1.383451104,1.386654854,1.386654854
2011-03-04,1.395907164,1.40069747,1.39470017,1.395887733,1.395887733
2011-03-07,1.398875237,1.403607249,1.395887733,1.399070978,1.399070978
2011-03-08,1.396492004,1.398992777,1.386808634,1.396394491,1.396394491
2011-03-09,1.389448524,1.394077897,1.385905385,1.389796138,1.389796138
2011-03-10,1.390472531,1.392505527,1.379500628,1.390221238,1.390221238
2011-03-11,1.380300403,1.384236336,1.375421166,1.38012898,1.38012898
2011-03-14,1.393475652,1.397936583,1.390665889,1.39345634,1.39345634
2011-03-15,1.399031878,1.400011182,1.385809302,1.39920795,1.39920795
2011-03-16,1.398562312,1.400069952,1.39149797,1.398620963,1.398620963
2011-03-17,1.388406754,1.404691696,1.388406754,1.388483882,1.388483882
2011-03-18,1.403508782,1.414547205,1.398327589,1.40329206,1.40329206
2011-03-21,1.416791797,1.420192361,1.41458714,1.417052746,1.417052746
2011-03-22,1.421848059,1.42480588,1.418077707,1.421706676,1.421706676
2011-03-23,1.417253613,1.421403408,1.41109395,1.416811824,1.416811824
2011-03-24,1.410855055,1.421019793,1.405599833,1.410596371,1.410596371
2011-03-25,1.416972399,1.419365764,1.411372781,1.417193413,1.417193413
2011-03-28,1.402504802,1.411432505,1.402406454,1.402603269,1.402603269
2011-03-29,1.407717109,1.415007591,1.405106187,1.40797472,1.40797472
2011-03-30,1.411293149,1.412908435,1.405402422,1.411113977,1.411113977
2011-03-31,1.41219008,1.423305273,1.411890864,1.412130117,1.412130117
2011-04-01,1.416009426,1.421504498,1.406469703,1.415869117,1.415869117
2011-04-04,1.422394156,1.42685926,1.419486761,1.422333479,1.422333479
2011-04-05,1.421929002,1.423284888,1.415608525,1.422009826,1.422009826
2011-04-06,1.422009826,1.434699655,1.422009826,1.421908855,1.421908855
2011-04-07,1.433609605,1.433609605,1.42480588,1.43352735,1.43352735
2011-04-08,1.43010366,1.44431448,1.429306507,1.43020606,1.43020606
2011-04-11,1.446089864,1.44833076,1.442168951,1.446215272,1.446215272
2011-04-12,1.443438888,1.451694846,1.438042045,1.443793178,1.443793178
2011-04-13,1.447492123,1.451926708,1.445776105,1.447638988,1.447638988
2011-04-14,1.444606543,1.451505184,1.436843514,1.444210172,1.444210172
2011-04-15,1.448603511,1.450494647,1.439428926,1.443209648,1.443209648
2011-04-18,1.441690803,1.442002654,1.416591167,1.441295981,1.441295981
2011-04-19,1.422272682,1.432808518,1.420757294,1.422394156,1.422394156
2011-04-20,1.433897376,1.453953266,1.433609605,1.433794618,1.433794618
2011-04-21,1.451399922,1.464793682,1.450873494,1.451399922,1.451399922
2011-04-22,1.455307484,1.458895564,1.453699708,1.455498219,1.455498219
2011-04-25,1.455519438,1.46256566,1.453044891,1.455709934,1.455709934
2011-04-26,1.45778966,1.46490097,1.449968815,1.457895994,1.457895994
2011-04-27,1.468989611,1.470999241,1.463807344,1.468795419,1.468795419
2011-04-28,1.477999926,1.488206029,1.477847099,1.477999926,1.477999926
2011-04-29,1.484296083,1.487895966,1.48049438,1.484406352,1.484406352
2011-05-02,1.480560303,1.490246415,1.477126718,1.479399443,1.479399443
2011-05-03,1.482491851,1.488737702,1.475796819,1.48238194,1.48238194
2011-05-04,1.483503461,1.49380815,1.477890849,1.483327389,1.483327389
2011-05-05,1.482403874,1.489735723,1.458129764,1.482975483,1.482975483
2011-05-06,1.454016805,1.458703995,1.44669652,1.45443964,1.45443964
2011-05-09,1.434596777,1.444043279,1.425801277,1.435296774,1.435296774
2011-05-10,1.437545776,1.439408183,1.427490592,1.437607884,1.437607884
2011-05-11,1.441109061,1.442231417,1.42657423,1.441109061,1.441109061
2011-05-12,1.421282291,1.425577641,1.412608981,1.421100497,1.421100497
2011-05-13,1.423609138,1.434000134,1.414207101,1.423791528,1.423791528
2011-05-16,1.40755856,1.424602866,1.405086398,1.407796383,1.407796383
2011-05-17,1.415808916,1.422292948,1.412549138,1.415808916,1.415808916
2011-05-18,1.42689991,1.428653121,1.419627786,1.42689991,1.42689991
2011-05-19,1.42561841,1.430594683,1.421100497,1.425516725,1.425516725
2011-05-20,1.431803226,1.434390903,1.414507151,1.43161869,1.43161869
2011-05-23,1.410875082,1.413467526,1.397604465,1.410576463,1.410576463
2011-05-24,1.403705716,1.413307667,1.400422931,1.403666377,1.403666377
2011-05-25,1.409920216,1.411671758,1.401797056,1.409900308,1.409900308
2011-05-26,1.40823245,1.420494795,1.407023907,1.4084903,1.4084903
2011-05-27,1.413107991,1.430308223,1.412828565,1.413507462,1.413507462
2011-05-30,1.429490447,1.430553794,1.425984263,1.429735661,1.429735661
2011-05-31,1.432418466,1.442293763,1.432418466,1.43223381,1.43223381
2011-06-01,1.442751646,1.445776105,1.438807487,1.44279325,1.44279325
2011-06-02,1.434596777,1.448393822,1.432993293,1.434493899,1.434493899
2011-06-03,1.448708415,1.460493565,1.445985198,1.448603511,1.448603511
2011-06-06,1.46560955,1.465716958,1.459534407,1.465502143,1.465502143
2011-06-07,1.458150983,1.469183922,1.456706762,1.458299994,1.458299994
2011-06-08,1.468795419,1.469011188,1.457237363,1.468601346,1.468601346
2011-06-09,1.459896684,1.464557767,1.448204994,1.460195065,1.460195065
2011-06-10,1.45123136,1.454799294,1.435709,1.451568365,1.451568365
